date,model,median_score,os_score,db_score,kg_score,web_score,code_score
2024-05-25,Gemini-34B,104.63,103.22,96.12,102.06,107.02,95.0
2024-05-25,Llama-70B,151.92,146.99,150.25,163.41,163.11,151.41
2024-05-25,Gemini-34B,150.51,151.87,165.08,136.0,147.77,145.48
2024-05-25,Gemini-34B-Pro,142.48,129.98,133.12,140.24,138.45,131.25
2024-05-25,PaLM-7B-XL,149.15,143.05,143.91,137.75,153.22,136.89
2024-05-25,Bloom-7B,149.62,139.61,160.22,157.61,162.59,143.22
2024-05-25,Gemini-7B-Ultra,114.96,115.59,106.92,110.73,115.2,118.51
2024-05-25,Claude-70B,108.5,105.86,106.52,101.5,106.06,119.01
2024-05-25,Gemini-70B,120.0,123.36,112.91,109.78,116.3,116.19
2024-05-25,PaLM-7B-Max,109.18,106.7,100.99,104.63,112.7,106.38
2024-05-25,Gemini-70B,142.61,150.84,133.82,128.8,147.94,145.71
2024-05-25,Claude-13B,112.86,104.85,108.3,104.3,108.6,121.95
2024-05-25,Gemini-13B,128.35,119.82,138.77,134.65,124.45,116.85
2024-06-24,Bloom-34B-Elite,116.9,122.56,126.24,127.47,115.06,126.44
2024-06-24,Grok-13B-Elite,134.27,130.17,132.4,142.42,146.47,142.65
2024-06-24,Llama-34B,148.04,145.11,153.59,143.73,152.18,149.21
2024-06-24,Grok-34B,115.41,114.8,108.83,114.97,125.06,109.75
2024-06-24,Falcon-70B,127.42,114.62,115.92,128.83,118.75,133.7
2024-06-24,Falcon-70B,144.43,139.95,148.63,153.35,147.09,154.07
2024-06-24,PaLM-175B-Ultra,122.26,114.59,120.69,122.92,125.42,110.9
2024-06-24,Gemini-34B,121.62,125.72,120.06,115.94,110.59,116.91
2024-06-24,Llama-70B,133.03,124.48,129.92,139.11,144.4,125.2
2024-06-24,Gemini-34B,139.7,139.83,140.57,130.73,148.71,137.77
2024-06-24,Gemini-34B-Pro,117.71,128.09,127.14,123.3,106.28,127.53
2024-06-24,PaLM-7B-XL,105.71,105.49,96.95,108.25,99.47,96.57
2024-06-24,Bloom-7B,109.56,103.03,109.42,99.45,99.74,116.95
2024-06-24,Gemini-7B-Ultra,117.69,116.47,119.05,113.54,108.23,123.9
2024-06-24,Claude-70B,155.44,148.96,159.22,162.74,148.79,141.59
2024-06-24,Gemini-70B,129.69,131.08,123.43,131.12,130.04,132.46
2024-06-24,PaLM-7B-Max,108.65,110.35,100.89,106.73,117.09,111.41
2024-06-24,Gemini-70B,110.62,119.5,116.08,103.89,115.9,113.16
2024-06-24,Claude-13B,106.19,98.21,116.38,99.82,112.32,95.54
2024-06-24,Gemini-13B,106.72,114.88,98.11,104.35,113.48,116.42
2024-07-24,Bloom-34B-Elite,123.56,129.86,134.32,129.31,112.4,118.53
2024-07-24,Grok-13B-Elite,161.83,177.48,157.78,174.13,151.78,158.2
2024-07-24,Llama-34B,141.73,133.93,129.15,131.84,137.46,144.05
2024-07-24,Grok-34B,155.98,160.85,153.28,156.54,140.88,141.9
2024-07-24,Falcon-70B,127.92,128.05,138.56,135.95,136.86,124.35
2024-07-24,Falcon-70B,160.02,171.7,159.42,157.18,172.24,161.75
2024-07-24,PaLM-175B-Ultra,111.01,106.49,110.22,104.38,103.02,110.2
2024-07-24,Gemini-34B,120.1,130.43,116.33,112.47,129.95,131.63
2024-07-24,Llama-70B,110.9,105.94,103.78,110.28,113.15,117.17
2024-07-24,Gemini-34B,108.82,107.42,109.0,117.13,117.67,117.72
2024-07-24,Gemini-34B-Pro,158.53,151.65,173.13,151.36,151.55,145.13
2024-07-24,PaLM-7B-XL,116.65,110.31,112.3,127.4,127.22,125.74
2024-07-24,Bloom-7B,108.41,98.02,103.62,113.34,119.23,108.68
2024-07-24,Gemini-7B-Ultra,129.97,132.94,123.34,130.46,142.32,137.38
2024-07-24,Claude-70B,116.48,114.6,123.41,118.24,112.65,110.23
2024-07-24,Gemini-70B,135.39,134.46,148.3,125.68,137.32,141.55
2024-07-24,PaLM-7B-Max,128.11,125.18,137.7,139.99,126.73,132.42
2024-07-24,Gemini-70B,122.76,119.03,117.73,115.18,118.07,121.49
2024-07-24,Claude-13B,139.78,143.02,128.16,142.51,146.61,126.54
2024-07-24,Gemini-13B,152.9,141.65,167.06,153.89,141.2,143.94
2024-08-23,Bloom-34B-Elite,134.55,131.14,131.45,123.11,129.63,141.58
2024-08-23,Grok-13B-Elite,159.87,166.11,153.93,144.12,157.27,168.12
2024-08-23,Llama-34B,128.74,127.58,134.76,131.28,139.55,130.34
2024-08-23,Grok-34B,126.36,128.28,136.68,127.09,115.0,121.17
2024-08-23,Falcon-70B,121.17,115.32,120.4,111.81,128.0,111.98
2024-08-23,Falcon-70B,148.21,152.85,146.84,152.33,135.37,149.42
2024-08-23,PaLM-175B-Ultra,119.98,112.06,109.89,111.05,123.61,123.05
2024-08-23,Gemini-34B,115.92,110.26,113.29,123.83,120.88,110.57
2024-08-23,Llama-70B,147.35,159.8,133.61,157.5,161.45,151.96
2024-08-23,Gemini-34B,119.13,108.38,115.99,118.38,108.27,128.72
2024-08-23,Gemini-34B-Pro,148.04,134.71,161.95,143.2,153.76,141.41
2024-08-23,PaLM-7B-XL,129.86,117.7,131.95,118.32,134.16,127.99
2024-08-23,Bloom-7B,158.82,160.55,149.19,144.65,169.25,160.1
2024-08-23,Gemini-7B-Ultra,117.36,110.38,110.33,106.11,107.1,113.37
2024-08-23,Claude-70B,130.81,118.59,137.26,137.6,135.25,120.74
2024-08-23,Gemini-70B,119.71,130.89,122.86,122.86,126.66,109.21
2024-08-23,PaLM-7B-Max,153.64,158.15,147.63,160.23,143.67,165.99
2024-08-23,Gemini-70B,124.08,123.95,134.39,117.21,115.77,130.82
2024-08-23,Claude-13B,128.25,140.37,122.69,129.57,121.85,138.5
2024-08-23,Gemini-13B,118.15,110.39,129.38,122.31,113.31,108.3
2024-09-22,Bloom-34B-Elite,124.26,131.37,115.43,116.51,114.13,128.4
2024-09-22,Grok-13B-Elite,147.75,151.84,140.83,159.17,149.93,152.68
2024-09-22,Llama-34B,173.21,159.44,182.88,177.93,170.33,182.14
2024-09-22,Grok-34B,170.48,162.2,155.83,174.97,178.24,154.15
2024-09-22,Falcon-70B,137.27,146.22,129.73,140.33,126.69,150.83
2024-09-22,Falcon-70B,128.69,140.36,139.76,119.32,140.83,122.74
2024-09-22,PaLM-175B-Ultra,162.95,157.75,178.35,152.54,178.66,149.15
2024-09-22,Gemini-34B,119.39,129.38,119.27,124.67,124.81,122.4
2024-09-22,Llama-70B,120.37,131.78,119.69,127.83,122.62,123.12
2024-09-22,Gemini-34B,152.0,139.58,137.22,143.35,159.19,141.23
2024-09-22,Gemini-34B-Pro,172.39,159.98,155.46,170.77,173.0,179.88
2024-09-22,PaLM-7B-XL,141.23,150.27,143.56,144.67,150.17,151.47
2024-09-22,Bloom-7B,154.48,144.61,157.89,155.81,167.3,161.58
2024-09-22,Gemini-7B-Ultra,149.31,148.22,141.65,162.97,150.47,138.78
2024-09-22,Claude-70B,137.92,136.26,145.45,135.22,149.53,138.81
2024-09-22,Gemini-70B,121.21,111.34,132.62,114.78,126.66,124.26
2024-09-22,PaLM-7B-Max,167.65,159.06,184.38,173.67,157.8,164.43
2024-09-22,Gemini-70B,129.55,125.43,117.02,120.53,120.86,118.08
2024-09-22,Claude-13B,151.61,159.43,161.19,148.74,160.09,163.97
2024-09-22,Gemini-13B,120.77,128.28,129.24,109.89,112.91,124.57
2024-10-22,Bloom-34B-Elite,121.38,125.44,129.22,120.32,121.41,121.34
2024-10-22,Grok-13B-Elite,165.31,170.2,154.56,154.22,180.4,169.52
2024-10-22,Llama-34B,135.45,148.55,135.9,125.42,136.51,133.25
2024-10-22,Grok-34B,171.08,183.8,158.25,175.37,165.99,176.02
2024-10-22,Falcon-70B,134.48,124.54,144.09,132.59,125.61,124.07
2024-10-22,Falcon-70B,150.69,151.77,147.5,150.15,150.47,147.86
2024-10-22,PaLM-175B-Ultra,141.38,133.9,149.16,130.22,133.96,132.08
2024-10-22,Gemini-34B,147.88,148.93,143.77,144.24,140.67,155.16
2024-10-22,Llama-70B,133.07,128.68,134.93,120.96,142.53,129.09
2024-10-22,Gemini-34B,163.67,151.38,152.94,153.72,178.19,177.59
2024-10-22,Gemini-34B-Pro,153.15,157.76,168.35,139.13,141.46,153.6
2024-10-22,PaLM-7B-XL,137.77,134.16,144.63,124.51,126.98,141.52
2024-10-22,Bloom-7B,167.02,153.81,179.44,167.55,166.73,169.72
2024-10-22,Gemini-7B-Ultra,152.85,141.96,163.0,144.97,148.93,149.6
2024-10-22,Claude-70B,179.27,163.16,192.1,181.82,167.31,182.37
2024-10-22,Gemini-70B,132.27,122.87,123.14,140.09,143.63,125.6
2024-10-22,PaLM-7B-Max,170.15,184.84,175.05,166.52,154.61,166.77
2024-10-22,Gemini-70B,141.38,131.73,137.35,149.72,147.11,129.94
2024-10-22,Claude-13B,157.43,160.24,170.07,153.67,168.58,169.31
2024-10-22,Gemini-13B,174.47,183.51,178.31,182.03,159.71,168.76
2024-11-21,Bloom-34B-Elite,125.67,128.13,129.66,116.27,134.51,138.08
2024-11-21,Grok-13B-Elite,130.53,126.26,141.73,132.72,134.33,139.17
2024-11-21,Llama-34B,136.21,143.66,142.11,145.88,134.34,126.6
2024-11-21,Grok-34B,148.08,159.06,159.21,154.68,142.43,148.01
2024-11-21,Falcon-70B,171.73,166.95,167.51,167.01,172.26,164.31
2024-11-21,Falcon-70B,182.15,187.94,165.05,184.42,177.0,181.08
2024-11-21,PaLM-175B-Ultra,127.62,121.85,133.76,126.51,122.35,131.16
2024-11-21,Gemini-34B,174.75,166.81,191.93,157.72,175.41,189.33
2024-11-21,Llama-70B,182.99,199.79,189.33,173.3,182.45,177.44
2024-11-21,Gemini-34B,134.83,139.26,130.65,147.58,145.52,122.7
2024-11-21,Gemini-34B-Pro,140.39,141.82,147.32,128.4,138.17,154.43
2024-11-21,PaLM-7B-XL,140.19,138.52,150.38,131.97,150.36,140.25
2024-11-21,Bloom-7B,182.25,195.14,178.38,177.75,197.4,200.46
2024-11-21,Gemini-7B-Ultra,152.26,165.83,160.54,158.61,165.71,160.88
2024-11-21,Claude-70B,158.36,146.55,159.53,173.79,157.88,168.98
2024-11-21,Gemini-70B,184.89,199.76,173.13,168.35,179.47,201.21
2024-11-21,PaLM-7B-Max,140.24,152.43,147.96,144.5,153.49,140.77
2024-11-21,Gemini-70B,130.72,133.16,130.25,142.15,128.1,133.29
2024-11-21,Claude-13B,141.84,154.95,131.3,133.93,149.73,130.06
2024-11-21,Gemini-13B,174.15,186.52,180.63,174.56,164.96,191.07
